Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
789,Conduent,CNDT,Business Services,Diversified Outsourcing Services,no,no,no,no,-26.0,no,yes,n/a,no,no,no,59000,709.7,3722.0,-3.5,-296.0,,3162.0,Clifford A. Skelton,U.S.,Florham Park,New Jersey,https://www.conduent.com,Public,"Market value as of March 28, 2024.",710.0,2024-06-04
790,Sylvamo,SLVM,Materials,Forest and Paper Products,yes,no,no,no,-63.0,no,yes,n/a,no,no,no,6500,2559.8,3721.0,-10.3,253.0,114.4,2872.0,Jean-Michel Ribi?ras,U.S.,Memphis,Tennessee,https://www.sylvamo.com,Public,"Market value as of March 28, 2024.",2560.0,2024-06-04
791,Tri Pointe Homes,TPH,Engineering & Construction,Homebuilders,yes,no,no,no,-81.0,no,yes,n/a,no,yes,no,1438,3710.3,3715.2,-14.6,343.7,-40.3,4914.6,Douglas F. Bauer,U.S.,Incline Village,Nevada,https://www.tripointehomes.com,Public,"Market value as of March 28, 2024.",3710.0,2024-06-04
792,EnerSys,ENS,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,49.0,yes,no,n/a,no,no,no,11350,3817.7,3708.6,10.5,175.8,22.2,3616.7,David M. Shaffer,U.S.,Reading,Pennsylvania,https://www.enersys.com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",3818.0,2024-06-04
793,Incyte,INCY,Health Care,Pharmaceuticals,yes,no,no,yes,39.0,yes,no,n/a,no,no,no,2524,12791.3,3695.6,8.9,597.6,75.4,6782.1,Herv? Hoppenot,U.S.,Wilmington,Delaware,https://www.incyte.com,Public,"Market value as of March 28, 2024.",12791.0,2024-06-04
794,Century Communities,CCS,Engineering & Construction,Homebuilders,yes,yes,no,yes,-99.0,no,yes,n/a,no,no,no,1650,3066.9,3692.2,-18.1,259.2,-50.6,4139.4,Dale Francescon,U.S.,Greenwood Village,Colorado,https://www.centurycommunities.com,Public,"Market value as of March 28, 2024.",3067.0,2024-06-04
795,Rithm Capital,RITM,Financials,Real estate,yes,no,no,yes,-112.0,no,yes,n/a,no,no,no,6570,5392.8,3691.9,-19.9,622.3,-34.8,35311.8,Michael Nierenberg,U.S.,New York,New York,https://www.rithmcap.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",5393.0,2024-06-04
796,Euronet Worldwide,EEFT,Business Services,Financial Data Services,yes,yes,no,yes,43.0,yes,no,n/a,no,no,no,10000,5032.9,3688.0,9.8,279.7,21.1,5894.4,Michael J. Brown,U.S.,Leawood,Kansas,https://www.euronetworldwide.com,Public,"Market value as of March 28, 2024.",5033.0,2024-06-04
797,Hawaiian Electric Industries,HE,Energy,Utilities: Gas and Electric,yes,no,no,no,-13.0,no,yes,n/a,no,no,no,3652,1243.1,3682.2,-1.6,199.2,-17.4,17243.8,Scott W.H. Seu,U.S.,Honolulu,Hawaii,https://www.hei.com,Public,"Market value as of March 28, 2024.",1243.0,2024-06-04
798,DraftKings,DKNG,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,yes,no,yes,0.0,no,no,n/a,no,no,no,4400,39447.3,3665.4,63.6,-802.1,,3944.9,Jason D. Robins,U.S.,Boston,Massachusetts,https://www.draftkings.com,Public,"Market value as of March 28, 2024.",39447.0,2024-06-04
799,IDEXX Laboratories,IDXX,Health Care,Medical Products and Equipment,yes,no,no,yes,36.0,yes,no,n/a,no,no,no,11000,44843.4,3661.0,8.7,845.0,24.4,3259.9,Jonathan J. Mazelsky,U.S.,Westbrook,Maine,https://www.idexx.com,Public,"Market value as of March 28, 2024.",44843.0,2024-06-04
800,MYR Group,MYRG,Engineering & Construction,Engineering & Construction,yes,no,no,yes,93.0,yes,no,n/a,no,no,no,9000,2958.7,3643.9,21.1,91.0,9.1,1578.7,Richard S. Swartz,U.S.,Thornton,Colorado,https://www.myrgroup.com,Public,"Market value as of March 28, 2024.",2959.0,2024-06-04
801,Deckers Outdoor,DECK,Apparel,Apparel,yes,no,no,yes,72.0,yes,no,n/a,no,no,no,4200,24160.5,3627.3,15.1,516.8,14.4,2556.2,Stefano Caroti,U.S.,Goleta,California,https://www.deckers.com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",24161.0,2024-06-04
802,DexCom,DXCM,Health Care,Medical Products and Equipment,yes,no,no,yes,103.0,yes,no,n/a,no,no,no,9550,53471.0,3622.3,24.5,541.5,58.7,6264.5,Kevin R. Sayer,U.S.,San Diego,California,https://www.dexcom.com,Public,"Market value as of March 28, 2024.",53471.0,2024-06-04
803,MKS Instruments,MKSI,Technology,Semiconductors and Other Electronic Components,no,no,no,no,11.0,yes,no,n/a,no,no,no,10100,8918.4,3622.0,2.1,-1841.0,-652.9,9118.0,John T.C. Lee,U.S.,Andover,Massachusetts,https://www.mks.com,Public,"Market value as of March 28, 2024.",8918.0,2024-06-04
804,VICI Properties,VICI,Financials,Real estate,yes,no,no,yes,160.0,yes,no,n/a,no,no,no,28,31075.1,3612.0,38.9,2513.5,124.9,44059.8,Edward B. Pitoniak,U.S.,New York,New York,https://www.viciproperties.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",31075.0,2024-06-04
805,Cooper Cos.,COO,Health Care,Medical Products and Equipment,yes,no,no,yes,45.0,yes,no,n/a,no,no,no,15000,20165.8,3593.2,8.6,294.2,-23.7,11658.9,Albert G. White III,U.S.,San Ramon,California,https://www.coopercos.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",20166.0,2024-06-04
806,Frontier Group Holdings,ULCC,Transportation,Airlines,no,no,no,yes,40.0,yes,no,n/a,no,no,no,7214,1811.6,3589.0,7.9,-11.0,,4993.0,Barry L. Biffle,U.S.,Denver,Colorado,https://www.flyfrontier.com,Public,"Market value as of March 28, 2024.",1812.0,2024-06-04
807,Qorvo,QRVO,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-131.0,no,yes,n/a,no,no,no,8500,11086.7,3569.4,-23.2,103.2,-90.0,6691.9,Robert A. Bruggeworth,U.S.,Greensboro,North Carolina,https://www.qorvo.com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",11087.0,2024-06-04
808,Five Below,FIVE,Retailing,Specialty Retailers: Other,yes,no,no,yes,72.0,yes,no,n/a,no,no,no,14500,10018.5,3559.4,15.7,301.1,15.1,3872.0,Kenneth R. Bull,U.S.,Philadelphia,Pennsylvania,https://www.fivebelow.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",10019.0,2024-06-04
809,TreeHouse Foods,THS,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-132.0,no,yes,n/a,no,no,no,7400,2097.9,3552.9,-23.4,53.1,,4106.6,Steven T. Oakland,U.S.,Oak Brook,Illinois,https://www.treehousefoods.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",2098.0,2024-06-04
810,Scotts Miracle-Gro,SMG,Chemicals,Chemicals,no,no,no,no,-54.0,no,yes,n/a,no,no,no,6375,4228.7,3551.3,-9.5,-380.1,,3413.7,James S. Hagedorn,U.S.,Marysville,Ohio,https://www.scotts.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",4229.0,2024-06-04
811,Atlassian,TEAM,Technology,Computer Software,no,yes,no,yes,105.0,yes,no,n/a,no,no,yes,10726,50612.9,3534.6,26.1,-486.8,,4106.8,Michael Cannon-Brookes,U.S.,San Francisco,California,https://www.atlassian.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",50613.0,2024-06-04
812,Entegris,ENTG,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,43.0,yes,no,n/a,no,no,no,8000,21184.1,3523.9,7.4,180.7,-13.5,8812.6,Bertrand Loy,U.S.,Billerica,Massachusetts,https://www.entegris.com,Public,"Market value as of March 28, 2024.",21184.0,2024-06-04
813,Atkore,ATKR,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,-54.0,no,yes,n/a,no,no,no,5208,6999.2,3518.8,-10.1,689.9,-24.5,2935.0,William E. Waltz,U.S.,Harvey,Illinois,https://www.atkore.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",6999.0,2024-06-04
814,H.B. Fuller,FUL,Chemicals,Chemicals,yes,no,yes,yes,-33.0,no,yes,n/a,no,no,no,7200,4345.0,3510.9,-6.4,144.9,-19.6,4723.6,Celeste B. Mastin,U.S.,St. Paul,Minnesota,https://www.hbfuller.com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",4345.0,2024-06-04
815,Granite Construction,GVA,Engineering & Construction,Engineering & Construction,yes,no,no,yes,38.0,yes,no,n/a,no,yes,no,4100,2512.1,3509.1,6.3,43.6,-47.7,2813.5,Kyle T. Larkin,U.S.,Watsonville,California,https://www.graniteconstruction.com,Public,"Market value as of March 28, 2024.",2512.0,2024-06-04
816,Winnebago Industries,WGO,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-162.0,no,yes,n/a,no,no,no,6250,2165.9,3490.7,-29.6,215.9,-44.7,2432.4,Michael J. Happe,U.S.,Eden Prairie,Minnesota,https://www.winnebagoind.com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Market value as of March 28, 2024.",2166.0,2024-06-04
817,FTI Consulting,FCN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,71.0,yes,no,n/a,no,no,no,7990,7472.3,3489.2,15.2,274.9,16.7,3325.9,Steven H. Gunby,U.S.,Washington,District Of Columbia,https://www.fticonsulting.com,Public,"Market value as of March 28, 2024.",7472.0,2024-06-04
818,AptarGroup,ATR,Materials,"Packaging, Containers",yes,no,no,yes,29.0,yes,no,n/a,no,no,no,13800,9520.6,3487.5,5.0,284.5,18.9,4451.9,Stephan B. Tanda,U.S.,Crystal Lake,Illinois,https://www.aptar.com,Public,"Market value as of March 28, 2024.",9521.0,2024-06-04
819,Columbia Sportswear,COLM,Apparel,Apparel,yes,no,no,yes,8.0,yes,no,n/a,no,no,no,10070,4854.2,3487.2,0.7,251.4,-19.3,2939.0,Timothy P. Boyle,U.S.,Portland,Oregon,https://www.columbia.com,Public,"Market value as of March 28, 2024.",4854.0,2024-06-04
820,Roku,ROKU,Media,Entertainment,no,yes,no,no,55.0,yes,no,n/a,no,no,no,3150,9353.3,3484.6,11.5,-709.6,,4261.8,Anthony J. Wood,U.S.,San Jose,California,https://www.roku.com,Public,"Market value as of March 28, 2024.",9353.0,2024-06-04
821,Civitas Resources,CIVI,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-46.0,no,yes,n/a,no,no,no,516,7668.5,3479.2,-8.2,784.3,-37.2,14097.3,M. Christopher Doyle,U.S.,Denver,Colorado,https://www.civitasresources.com,Public,"Market value as of March 28, 2024.",7669.0,2024-06-04
822,H&R Block,HRB,Financials,Diversified Financials,yes,no,no,yes,6.0,yes,no,n/a,no,no,no,39200,6851.9,3472.2,0.3,553.7,,3072.3,Jeffrey J. Jones II,U.S.,Kansas City,Missouri,https://www.hrblock.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",6852.0,2024-06-04
823,Alpha Metallurgical Resources,AMR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-91.0,no,yes,n/a,no,no,no,4160,4307.6,3471.4,-15.4,722.0,-50.2,2406.1,Charles Andrew Eidson,U.S.,Bristol,Tennessee,https://www.alphametresources.com,Public,"Market value as of March 28, 2024.",4308.0,2024-06-04
824,Patrick Industries,PATK,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-165.0,no,yes,n/a,no,no,no,10000,2674.0,3468.0,-29.0,142.9,-56.5,2562.4,Andy L. Nemeth,U.S.,Elkhart,Indiana,https://www.patrickind.com,Public,"Market value as of March 28, 2024.",2674.0,2024-06-04
825,Murphy Oil,MUR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-73.0,no,yes,n/a,no,no,no,725,6972.7,3460.1,-12.0,661.6,-31.4,9766.7,Roger W. Jenkins,U.S.,Houston,Texas,https://www.murphyoilcorp.com,Public,"Market value as of March 28, 2024.",6973.0,2024-06-04
826,Synovus Financial,SNV,Financials,Commercial Banks,yes,no,no,no,163.0,yes,no,n/a,no,no,no,4798,5865.5,3454.4,39.0,543.7,-28.3,59809.5,Kevin S. Blair,U.S.,Columbus,Georgia,https://www.synovus.com,Public,"Market value as of March 28, 2024.",5866.0,2024-06-04
827,Cracker Barrel Old Country Store,CBRL,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,yes,31.0,yes,no,n/a,no,no,no,77000,1614.7,3442.8,5.4,99.1,-24.9,2218.1,Julie Felss Masino,U.S.,Lebanon,Tennessee,https://www.crackerbarrel.com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",1615.0,2024-06-04
828,Cheesecake Factory,CAKE,"Hotels, Restaurants & Leisure",Food Services,yes,yes,no,yes,24.0,yes,no,n/a,no,no,yes,47900,1847.8,3439.5,4.1,101.4,135.0,2840.4,David M. Overton,U.S.,Calabasas Hills,California,https://www.thecheesecakefactory.com,Public,"Market value as of March 28, 2024.",1848.0,2024-06-04
829,CNX Resources,CNX,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0.0,no,no,n/a,no,no,no,470,3632.4,3434.9,172.4,1720.7,,8626.7,Nicholas J. DeIuliis,U.S.,Canonsburg,Pennsylvania,https://www.cnx.com,Public,"Market value as of March 28, 2024.",3632.0,2024-06-04
830,Chefs' Warehouse,CHEF,Wholesalers,Wholesalers: Food and Grocery,yes,yes,no,yes,131.0,yes,no,n/a,no,no,no,4873,1499.2,3433.8,31.4,34.6,24.6,1705.3,Christopher Pappas,U.S.,Ridgefield,Connecticut,https://www.chefswarehouse.com,Public,"Market value as of March 28, 2024.",1499.0,2024-06-04
831,Donaldson,DCI,Industrials,Industrial Machinery,yes,no,no,no,20.0,yes,no,n/a,no,no,no,13000,8989.2,3430.8,3.8,358.8,7.8,2770.5,Tod E. Carpenter,U.S.,Minneapolis,Minnesota,https://www.donaldson.com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",8989.0,2024-06-04
832,Mueller Industries,MLI,Industrials,Industrial Machinery,yes,no,no,no,-88.0,no,yes,n/a,no,no,no,4509,6126.3,3420.3,-14.1,602.9,-8.4,2759.3,Gregory L. Christopher,U.S.,Collierville,Tennessee,https://www.muellerindustries.com,Public,"Market value as of March 28, 2024.",6126.0,2024-06-04
833,MRC Global,MRC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,4.0,yes,no,n/a,no,no,no,2800,1060.8,3412.0,1.5,114.0,52.0,1886.0,Robert J. Saltiel Jr.,U.S.,Houston,Texas,https://www.mrcglobal.com,Public,"Market value as of March 28, 2024.",1061.0,2024-06-04
834,Chart Industries,GTLS,Industrials,Industrial Machinery,yes,no,yes,yes,0.0,no,no,n/a,no,no,no,11637,6964.0,3411.3,111.6,47.3,97.1,9102.4,Jillian C. Evanko,U.S.,Ball Ground,Georgia,https://www.chartindustries.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",6964.0,2024-06-04
835,Alight,ALIT,Business Services,Diversified Outsourcing Services,no,no,no,no,39.0,yes,no,n/a,no,no,no,18000,5545.4,3410.0,8.9,-345.0,,10782.0,Stephan D. Scholl,U.S.,Lincolnshire,Illinois,https://www.alight.com,Public,"Market value as of March 28, 2024.",5545.0,2024-06-04
836,Vishay Intertechnology,VSH,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-14.0,no,yes,n/a,no,no,no,23500,3118.6,3402.0,-2.7,323.8,-24.5,4239.9,Joel Smejkal,U.S.,Malvern,Pennsylvania,https://www.vishay.com,Public,"Market value as of March 28, 2024.",3119.0,2024-06-04
837,Range Resources,RRC,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-111.0,no,yes,n/a,no,no,no,548,8352.5,3374.4,-18.6,871.1,-26.4,7203.9,Dennis L. Degner,U.S.,Fort Worth,Texas,https://www.rangeresources.com,Public,"Market value as of March 28, 2024.",8353.0,2024-06-04
838,Valley National Bancorp,VLY,Financials,Commercial Banks,yes,no,no,no,0.0,no,no,n/a,no,no,no,3749,4050.7,3364.6,54.1,498.5,-12.4,60935.0,Ira D. Robbins,U.S.,New York,New York,https://valley.com/,Public,"Market value as of March 28, 2024.",4051.0,2024-06-04
839,Match Group,MTCH,Technology,Internet Services and Retailing,yes,no,no,no,30.0,yes,no,n/a,no,no,no,2610,9723.5,3364.5,5.5,651.5,80.0,4507.9,Bernard Kim,U.S.,Dallas,Texas,https://www.mtch.com,Public,"Market value as of March 28, 2024.",9724.0,2024-06-04
840,Gen Digital,GEN,Technology,Computer Software,yes,no,no,yes,79.0,yes,no,n/a,no,no,no,3700,14266.8,3338.0,19.4,1349.0,61.4,15947.0,Vincent Pilette,U.S.,Tempe,Arizona,https://www.gendigital.com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",14267.0,2024-06-04
841,Wintrust Financial,WTFC,Financials,Commercial Banks,yes,no,no,yes,0.0,no,no,n/a,no,no,no,5521,6417.1,3327.2,50.7,622.6,22.2,56259.9,Timothy S. Crane,U.S.,Rosemont,Illinois,https://www.wintrust.com,Public,"Market value as of March 28, 2024.",6417.0,2024-06-04
842,Moog,MOG.A,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,44.0,yes,no,n/a,no,no,no,13500,5306.8,3319.1,9.3,171.0,10.2,3808.0,Patrick J. Roche,U.S.,East Aurora,New York,https://www.moog.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",5307.0,2024-06-04
843,First Solar,FSLR,Energy,Energy,yes,no,no,yes,115.0,yes,no,n/a,no,no,no,6700,18068.0,3318.6,26.7,830.8,,10365.1,Mark R. Widmar,U.S.,Tempe,Arizona,https://www.firstsolar.com,Public,"Market value as of March 28, 2024.",18068.0,2024-06-04
844,Central Garden & Pet,CENT,Household Products,Household and Personal Products,yes,no,yes,no,0.0,no,no,n/a,no,no,no,6500,2435.1,3310.1,-0.9,125.6,-17.4,3378.6,Mary Beth Springer,U.S.,Walnut Creek,California,https://www.central.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",2435.0,2024-06-04
845,Green Plains,GPRE,Energy,Energy,no,no,no,yes,-52.0,no,yes,n/a,no,no,no,921,1494.6,3295.7,-10.0,-93.4,,1939.3,Todd A. Becker,U.S.,Omaha,Nebraska,https://www.gpreinc.com,Public,"Market value as of March 28, 2024.",1495.0,2024-06-04
846,Werner Enterprises,WERN,Transportation,"Trucking, Truck Leasing",yes,no,no,no,8.0,yes,no,n/a,no,no,no,13809,2482.9,3283.5,-0.2,112.4,-53.4,3157.9,Derek J. Leathers,U.S.,Omaha,Nebraska,https://www.werner.com,Public,"Market value as of March 28, 2024.",2483.0,2024-06-04
847,AppLovin,APP,Technology,Computer Software,yes,yes,no,yes,67.0,yes,no,n/a,no,no,no,1731,22795.6,3283.1,16.5,356.7,,5359.2,Adam Foroughi,U.S.,Palo Alto,California,https://www.applovin.com,Public,"Market value as of March 28, 2024.",22796.0,2024-06-04
848,ITT,ITT,Industrials,Industrial Machinery,yes,no,no,yes,47.0,yes,no,n/a,no,no,no,10600,11168.1,3283.0,9.9,410.5,11.9,3932.6,Luca Savi,U.S.,Stamford,Connecticut,https://www.itt.com,Public,"Market value as of March 28, 2024.",11168.0,2024-06-04
849,Herc Holdings,HRI,Business Services,Equipment Leasing,yes,no,no,yes,86.0,yes,no,n/a,no,no,no,7200,4773.0,3282.0,19.8,347.0,5.2,7061.0,Lawrence H. Silber,U.S.,Bonita Springs,Florida,https://www.hercrentals.com,Public,"Market value as of March 28, 2024.",4773.0,2024-06-04
850,Gray Television,GTN,Media,Entertainment,no,no,no,yes,-58.0,no,yes,n/a,no,no,no,9649,634.8,3281.0,-10.7,-76.0,-116.7,10640.0,Patrick D. LaPlatney/Hilton H. Howell Jr.,U.S.,Atlanta,Georgia,https://www.gray.tv,Public,"Market value as of March 28, 2024.",635.0,2024-06-04
851,IDEX,IEX,Industrials,Industrial Machinery,yes,no,no,no,20.0,yes,no,n/a,no,no,no,8800,18469.6,3273.9,2.9,596.1,1.6,5865.2,Eric D. Ashleman,U.S.,Northbrook,Illinois,https://www.idexcorp.com,Public,"Market value as of March 28, 2024.",18470.0,2024-06-04
852,Boston Properties,BXP,Financials,Real estate,yes,no,no,yes,26.0,yes,no,n/a,no,no,no,836,10254.4,3273.6,5.3,190.2,-77.6,26026.1,Owen D. Thomas,U.S.,Boston,Massachusetts,https://www.bxp.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",10254.0,2024-06-04
853,Pitney Bowes,PBI,Technology,Computer Software,no,no,no,no,-38.0,no,yes,n/a,no,no,no,10500,764.4,3266.3,-7.7,-385.6,-1143.9,4272.2,Jason C. Dies,U.S.,Stamford,Connecticut,https://www.pitneybowes.com,Public,"Market value as of March 28, 2024.",764.0,2024-06-04
854,Steelcase,SCS,Household Products,"Home Equipment, Furnishings",yes,no,yes,no,75.0,yes,no,n/a,no,yes,no,12250,1494.0,3232.6,16.6,35.3,782.5,2202.8,Sara E. Armbruster,U.S.,Grand Rapids,Michigan,https://www.steelcase.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of March 28, 2024.",1494.0,2024-06-04
855,Sun Communities,SUI,Financials,Real estate,no,no,no,no,44.0,yes,no,n/a,no,no,no,6757,15996.9,3224.6,8.6,-213.3,-188.1,16940.7,Gary A. Shiffman,U.S.,Southfield,Michigan,https://suninc.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",15997.0,2024-06-04
856,AdaptHealth,AHCO,Health Care,Wholesalers: Health Care,no,no,yes,no,42.0,yes,no,n/a,no,no,no,10700,1529.8,3200.2,7.7,-678.9,-1079.4,4508.7,Suzanne Foster,U.S.,Plymouth Meeting,Pennsylvania,https://www.adapthealth.com,Public,"Market value as of March 28, 2024.",1530.0,2024-06-04
857,Vertex Energy,VTNR,Energy,Petroleum Refining,no,yes,no,no,54.0,yes,no,n/a,no,no,no,481,130.9,3184.6,10.7,-71.5,,854.6,Benjamin P. Cowart,U.S.,Houston,Texas,https://www.vertexenergy.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",131.0,2024-06-04
858,Genesis Energy,GEL,Energy,Pipelines,yes,no,no,yes,64.0,yes,no,n/a,no,no,no,2137,1361.8,3177.0,13.9,117.7,56.0,7018.8,Grant E. Sims,U.S.,Houston,Texas,https://www.genesisenergy.com,Public,"A partnership. Market value as of March 28, 2024.",1362.0,2024-06-04
859,Jackson Financial,JXN,Financials,"Insurance: Life, Health (stock)",yes,no,yes,no,-577.0,no,yes,n/a,no,no,no,3428,5120.0,3159.0,-78.3,934.0,-83.6,330255.0,Laura L. Prieskorn,U.S.,Lansing,Michigan,https://www.jackson.com,Public,"Market value as of March 28, 2024.",5120.0,2024-06-04
860,FirstCash Holdings,FCFS,Retailing,Specialty Retailers: Other,yes,no,no,yes,78.0,yes,no,n/a,no,no,no,19000,5753.1,3151.8,15.5,219.3,-13.5,4289.9,Rick L. Wessel,U.S.,Fort Worth,Texas,https://www.firstcash.com,Public,"Market value as of March 28, 2024.",5753.0,2024-06-04
861,Cal-Maine Foods,CALM,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,0.0,no,no,n/a,no,no,no,2896,2882.6,3146.2,77.0,758.0,471.4,1954.5,Sherman L. Miller,U.S.,Ridgeland,Mississippi,https://www.calmainefoods.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",2883.0,2024-06-04
862,Arch Resources,ARCH,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-75.0,no,yes,n/a,no,no,no,3404,2933.8,3145.8,-15.5,464.0,-65.1,2484.2,Paul A. Lang,U.S.,St. Louis,Missouri,https://www.archrsc.com,Public,"Market value as of March 28, 2024.",2934.0,2024-06-04
863,Avient,AVNT,Chemicals,Chemicals,yes,no,no,no,-194.0,no,yes,n/a,no,no,no,9300,3960.5,3142.8,-33.5,75.7,-89.2,5968.5,Ashish K. Khandpur,U.S.,Avon Lake,Ohio,https://www.avient.com,Public,"Market value as of March 28, 2024.",3961.0,2024-06-04
864,Cano Health,,Health Care,Health Care: Medical Facilities,no,no,no,no,70.0,yes,no,n/a,no,no,no,2700,1.2,3137.8,14.6,-594.4,,1013.7,Mark Kent,U.S.,Miami,Florida,https://www.canohealth.com,Private,"Market value as of March 28, 2024.",1.0,2024-06-04
865,BlueLinx Holdings,BXC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-166.0,no,yes,n/a,no,no,no,1990,1126.6,3136.4,-29.5,48.5,-83.6,1537.6,Shyam K. Reddy,U.S.,Marietta,Georgia,https://www.bluelinxco.com,Public,"Market value as of March 28, 2024.",1127.0,2024-06-04
866,Sinclair,SBGI,Media,Entertainment,no,no,no,no,-112.0,no,yes,n/a,no,no,no,7300,856.7,3134.0,-20.2,-291.0,-111.0,6085.0,Christopher S. Ripley,U.S.,Hunt Valley,Maryland,https://www.sbgi.net,Public,"Reorganized as a holding company, June 1, 2023. Sinclair Broadcasting is now a subsidiary of the company. Market value as of March 28, 2024.",857.0,2024-06-04
867,BOK Financial,BOKF,Financials,Commercial Banks,yes,no,no,yes,0.0,no,no,n/a,no,no,no,4966,5945.7,3132.4,53.9,530.7,2.0,49824.8,Stacy C. Kymes,U.S.,Tulsa,Oklahoma,https://www.bokf.com,Public,"Market value as of March 28, 2024.",5946.0,2024-06-04
868,Permian Resources,PR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0.0,no,no,n/a,no,no,no,461,13631.1,3120.9,46.4,476.3,-7.5,14965.6,William M. Hickey III/James H. Walter,U.S.,Midland,Texas,https://permianres.com,Public,"Market value as of March 28, 2024.",13631.0,2024-06-04
869,PACS Group,PACS,Health Care,Health Care: Medical Facilities,yes,yes,no,no,0.0,no,no,n/a,no,no,no,32433,,3111.5,28.5,112.9,-25.0,3512.7,Jason  Murray,U.S.,Farmington,Utah,https://pacs.com,Public,"Market value as of March 28, 2024.",,2024-06-04
870,Coinbase Global,COIN,Financials,Securities,yes,yes,no,no,-2.0,no,yes,n/a,no,no,no,3416,64232.0,3108.4,-2.7,94.9,,206983.0,Brian Armstrong,U.S.,Wilmington,Delaware,https://www.coinbase.com,Public,"A remote-first company since 2020, it has no principal executive office. Market value as of March 28, 2024.",64232.0,2024-06-04
871,Western Midstream Partners,WES,Energy,Pipelines,yes,no,no,yes,-11.0,no,yes,n/a,no,no,no,1377,13526.2,3106.5,-4.5,1022.2,-16.0,12471.6,Michael P. Ure,U.S.,The Woodlands,Texas,https://www.westernmidstream.com,Public,"A partnership. Market value as of March 28, 2024.",13526.0,2024-06-04
872,Federated Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,40.0,yes,no,n/a,no,no,no,2922,,3098.7,8.4,422.8,3.6,12190.0,Nicholas R. Lower,U.S.,Owatonna,Minnesota,https://www.federatedinsurance.com,Private,"Market value as of March 31, 2021.",,2024-06-04
